Results: 20191114_JHL_1qtf
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
  70:  1pfx-C 18.7  2.4  176   236   15 PDB  MOLECULE: FACTOR IXA;                                                
  71:  5t69-A 18.7  2.2  159   284   23 PDB  MOLECULE: PUTATIVE SERINE PROTEASE HHOA;                             
  72:  1fiz-A 18.6  2.2  176   263   14 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  73:  3qo6-B 18.6  2.0  160   328   23 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
  74:  5y28-C 18.6  2.2  157   277   22 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
  75:  1zjk-A 18.5  2.4  177   389   14 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
  76:  3k6y-A 18.5  2.3  163   227   25 PDB  MOLECULE: POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE;              
  77:  1fxy-A 18.5  2.3  168   229   16 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
  78:  1gvz-A 18.4  2.2  173   237   14 PDB  MOLECULE: KALLIKREIN-1E2;                                            
  79:  3nwu-B 18.4  2.1  151   183   30 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
  80:  3f6u-H 18.4  2.4  174   241   14 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
  81:  1gpz-A 18.3  2.5  171   368   13 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
  82:  5gvt-A 18.3  2.3  172   236   15 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  83:  1pyt-D 18.2  2.5  174   251   14 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  84:  1c5m-D 18.1  2.5  174   241   13 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
  85:  3lgu-A 18.1  2.2  156   191   23 PDB  MOLECULE: PROTEASE DEGS;                                             
  86:  1fdp-B 18.0  2.2  160   198   13 PDB  MOLECULE: PROENZYME OF COMPLEMENT FACTOR D;                          
  87:  1kig-H 17.8  2.5  174   241   16 PDB  MOLECULE: FACTOR XA;                                                 
  88:  2w5e-A 17.8  2.1  147   162   24 PDB  MOLECULE: PUTATIVE SERINE PROTEASE;                                  
  89:  3sti-A 17.8  2.0  151   184   26 PDB  MOLECULE: PROTEASE DEGQ;                                             
  90:  5hma-A 17.8  2.5  161   191   17 PDB  MOLECULE: TRYPSIN-LIKE SERINE PROTEASE;                              
  91:  1pyt-C 17.7  2.4  174   248   13 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  92:  1cvw-H 17.6  2.4  176   255   13 PDB  MOLECULE: COAGULATION FACTOR VIIA (LIGHT CHAIN) (DES-GLA);           
  93:  3k65-B 17.5  2.1  170   274   11 PDB  MOLECULE: PROTHROMBIN;                                               
  94:  4bxw-B 17.4  2.5  173   288   14 PDB  MOLECULE: FACTOR XA;                                                 
  95:  4ic6-A 17.4  2.4  163   340   23 PDB  MOLECULE: PROTEASE DO-LIKE 8, CHLOROPLASTIC;                         
  96:  4ri0-A 17.3  2.4  154   306   27 PDB  MOLECULE: SERINE PROTEASE HTRA3;                                     
  97:  4nsy-B 17.3  2.4  172   266   13 PDB  MOLECULE: LYSYL ENDOPEPTIDASE;                                       
  98:  5zvj-A 17.3  2.3  155   299   24 PDB  MOLECULE: SERINE PROTEASE;                                           
  99:  1soz-C 17.3  2.0  158   257   22 PDB  MOLECULE: PROTEASE DEGS;                                             
 100:  1arc-A 17.1  2.6  174   264   14 PDB  MOLECULE: ACHROMOBACTER PROTEASE I;                                  
 101:  1l1j-A 17.1  2.3  159   226   30 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
 102:  1mkw-K 17.1  2.4  175   287   11 PDB  MOLECULE: ALPHA-THROMBIN;                                            
 103:  4ic5-A 17.1  2.8  161   210   20 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
 104:  1ky9-B 16.8  2.1  159   396   26 PDB  MOLECULE: PROTEASE DO;                                               
 105:  1gvl-A 16.8  2.5  162   223   13 PDB  MOLECULE: KALLIKREIN 6;                                              
 106:  1te0-A 16.7  2.3  159   318   23 PDB  MOLECULE: PROTEASE DEGS;                                             
 107:  5jxp-A 16.6  2.7  182   662   17 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 108:  5jwf-A 16.4  2.8  180   700   19 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 109:  5edm-A 16.0  2.5  177   550   12 PDB  MOLECULE: PROTHROMBIN;                                               
 110:  5jxf-A 16.0  2.5  179   696   16 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 111:  1sgf-A 15.8  2.4  153   203   12 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
 112:  3gdv-A 15.7  2.1  158   296   22 PDB  MOLECULE: DEGS PROTEASE;                                             
 113:  3wom-A 15.5  2.7  182   699   21 PDB  MOLECULE: DIPEPTIDYL AMINOPEPTIDASE BII;                             
 114:  5fht-A 15.1  2.2  155   300   26 PDB  MOLECULE: SERINE PROTEASE HTRA2, MITOCHONDRIAL;                      
 115:  5jwg-A 14.1  2.5  180   705   17 PDB  MOLECULE: ASP/GLU-SPECIFIC DIPEPTIDYL-PEPTIDASE;                     
 116:  1hpg-A 13.1  2.6  144   187   21 PDB  MOLECULE: GLUTAMIC ACID SPECIFIC PROTEASE;                           
 117:  1lvm-A 13.0  3.5  159   229   18 PDB  MOLECULE: CATALYTIC DOMAIN OF THE NUCLEAR INCLUSION                  
 118:  3mmg-A 12.5  3.4  154   217   18 PDB  MOLECULE: NUCLEAR INCLUSION PROTEIN A;                               
 119:  1rgq-B 12.1  2.6  132   186   10 PDB  MOLECULE: NS3 PROTEASE;                                              
 120:  1mbm-A 12.1  2.5  131   198   23 PDB  MOLECULE: CHYMOTRYPSIN-LIKE SERINE PROTEASE;                         
 121:  5wdx-A 11.2  2.6  132   642   11 PDB  MOLECULE: JFH-1 NS3;                                                 
 122:  6bqj-C 11.1  2.9  136   207    9 PDB  MOLECULE: NS3 PROTEASE;                                              
 123:  5jyk-B 11.0  2.8  117   412   30 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 124:  1lvo-D 10.8  2.7  139   301   15 PDB  MOLECULE: REPLICASE, HYDROLASE DOMAIN;                               
 125:  1ezx-C 10.6  2.2  112   140   16 PDB  MOLECULE: ALPHA-1-ANTITRYPSIN;                                       
 126:  5yvu-B 10.5  2.9  128   601   16 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
 127:  2wv9-A 10.4  2.9  129   600   17 PDB  MOLECULE: FLAVIVIRIN PROTEASE NS2B REGULATORY SUBUNIT, FLAV          
 128:  3u1i-B 10.3  2.8  128   168   16 PDB  MOLECULE: SERINE PROTEASE SUBUNIT NS2B;                              
 129:  4uon-A 10.2  3.0  125   154   15 PDB  MOLECULE: CAPSID PROTEASE;                                           
 130:  6bjr-A 10.2  2.7  173   575   11 PDB  MOLECULE: PROTHROMBIN;                                               
 131:  3lkw-A 10.1  3.1  131   211   14 PDB  MOLECULE: FUSION PROTEIN OF NONSTRUCTURAL PROTEIN 2B AND             
 132:  2hrv-A 10.1  2.7  117   139   18 PDB  MOLECULE: 2A CYSTEINE PROTEINASE;                                    
 133:  4m9m-A  9.9  3.1  132   202   17 PDB  MOLECULE: NS2B-NS3 PROTEASE;                                         
 134:  1svp-A  9.8  2.9  125   160   14 PDB  MOLECULE: SINDBIS VIRUS CAPSID PROTEIN;                              
 135:  5lak-A  9.3  3.1  135   303   16 PDB  MOLECULE: 3CL PROTEASE;                                              
 136:  1kdq-A  9.2  1.9  106   130   13 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 137:  2kai-B  8.5  2.4  107   152   12 PDB  MOLECULE: KALLIKREIN A;                                              
 138:  1cu1-A  8.3  2.6  133   645   10 PDB  MOLECULE: PROTEIN (PROTEASE/HELICASE NS3);                           
 139:  5lkl-A  7.6  2.9  119   704   16 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
 140:  5lkl-B  7.4  2.9  119   679   16 PDB  MOLECULE: GENOME POLYPROTEIN;                                        
 141:  5y09-B  5.8  2.1   82   369   29 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        


Results: 20191114_JHL_1an1
Query: s001A
Select neighbours (check boxes) for viewing as multiple structural alignment or 3D superimposition. The list of neighbours is sorted by Z-score. Similarities with a Z-score lower than 2 are spurious. Each neighbour has links to pairwise structural alignment with the query structure, and to the PDB format coordinate file where the neighbour is superimposed onto the query structure.

  Expand gaps    
Summary
    No:  Chain   Z    rmsd lali nres  %id PDB  Description
   1:  1an1-E 45.4  0.1  222   223  100 PDB  MOLECULE: TRYPSIN;                                                   
   2:  1h4w-A 42.5  0.5  222   224   78 PDB  MOLECULE: TRYPSIN IVA;                                               
   3:  1trn-A 42.4  0.5  222   224   78 PDB  MOLECULE: TRYPSIN;                                                   
   4:  1g3c-A 42.3  0.6  222   225   82 PDB  MOLECULE: BETA-TRYPSIN;                                              
   5:  1a0j-A 41.9  0.8  222   223   73 PDB  MOLECULE: TRYPSIN;                                                   
   6:  1bit-A 40.6  1.3  221   222   66 PDB  MOLECULE: TRYPSIN;                                                   
   7:  1amh-A 40.0  1.0  222   223   81 PDB  MOLECULE: ANIONIC TRYPSIN;                                           
   8:  2eek-A 39.5  1.3  218   220   61 PDB  MOLECULE: TRYPSIN-1;                                                 
   9:  4nff-A 38.4  1.1  222   230   46 PDB  MOLECULE: KALLIKREIN-2;                                              
  10:  2psx-A 38.4  0.9  221   227   47 PDB  MOLECULE: KALLIKREIN-5;                                              
  11:  1fxy-A 38.0  1.5  218   229   59 PDB  MOLECULE: COAGULATION FACTOR XA-TRYPSIN CHIMERA;                     
  12:  2zch-P 37.8  1.1  222   237   43 PDB  MOLECULE: PROSTATE-SPECIFIC ANTIGEN;                                 
  13:  1spj-A 37.5  1.1  222   236   44 PDB  MOLECULE: KALLIKREIN 1;                                              
  14:  5zfh-A 37.5  1.2  219   224   43 PDB  MOLECULE: KALLIKREIN-7;                                              
  15:  1npm-A 37.3  1.1  217   223   45 PDB  MOLECULE: NEUROPSIN;                                                 
  16:  2qxg-A 37.2  1.2  220   225   44 PDB  MOLECULE: KALLIKREIN-7;                                              
  17:  1sgf-G 36.6  1.3  222   232   41 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
  18:  4dgj-A 36.5  1.3  219   235   39 PDB  MOLECULE: ENTEROPEPTIDASE CATALYTIC LIGHT CHAIN;                     
  19:  4bnr-A 36.3  1.2  217   237   47 PDB  MOLECULE: HEPATOPANCREAS TRYPSIN;                                    
  20:  3w94-A 36.3  1.3  219   235   37 PDB  MOLECULE: ENTEROPEPTIDASE-1;                                         
  21:  1ekb-B 36.1  1.3  219   235   37 PDB  MOLECULE: ENTEROPEPTIDASE;                                           
  22:  1bru-P 36.1  1.1  220   241   40 PDB  MOLECULE: ELASTASE;                                                  
  23:  1ao5-A 36.0  1.3  221   236   38 PDB  MOLECULE: GLANDULAR KALLIKREIN-13;                                   
  24:  1bqy-A 35.8  1.3  222   235   41 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  25:  4h4f-A 35.8  1.1  219   239   36 PDB  MOLECULE: CHYMOTRYPSIN-C;                                            
  26:  1ym0-A 35.5  1.3  221   238   38 PDB  MOLECULE: FIBRINOTIC ENZYME COMPONENT B;                             
  27:  1fi8-B 35.5  1.4  217   227   41 PDB  MOLECULE: NATURAL KILLER CELL PROTEASE 1;                            
  28:  5jb8-S 35.4  1.5  219   236   44 PDB  MOLECULE: COAGULATION FACTOR IX;                                     
  29:  1euf-A 35.3  1.3  215   224   40 PDB  MOLECULE: DUODENASE;                                                 
  30:  2bdb-A 35.3  1.3  220   242   39 PDB  MOLECULE: ELASTASE-1;                                                
  31:  1yc0-A 35.2  1.3  220   247   41 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR ACTIVATOR;                        
  32:  3s69-A 35.1  1.4  222   234   45 PDB  MOLECULE: THROMBIN-LIKE ENZYME DEFIBRASE;                            
  33:  1op0-A 35.1  1.4  222   234   43 PDB  MOLECULE: VENOM SERINE PROTEINASE;                                   
  34:  3rp2-A 35.0  1.3  215   224   34 PDB  MOLECULE: RAT MAST CELL PROTEASE II;                                 
  35:  3f6u-H 35.0  1.4  218   241   39 PDB  MOLECULE: VITAMIN K-DEPENDENT PROTEIN C HEAVY CHAIN;                 
  36:  3e0n-B 34.9  1.4  220   254   42 PDB  MOLECULE: PROSTASIN;                                                 
  37:  2pux-B 34.8  1.4  221   258   39 PDB  MOLECULE: THROMBIN LIGHT CHAIN;                                      
  38:  2oq5-A 34.7  1.3  214   232   39 PDB  MOLECULE: TRANSMEMBRANE PROTEASE, SERINE 11E;                        
  39:  1elt-A 34.7  1.2  216   236   37 PDB  MOLECULE: ELASTASE;                                                  
  40:  4niy-D 34.6  0.6  194   195   80 PDB  MOLECULE: CATIONIC TRYPSIN;                                          
  41:  1z8g-A 34.6  1.1  219   366   41 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
  42:  5to3-B 34.6  1.3  220   368   39 PDB  MOLECULE: PROTHROMBIN;                                               
  43:  1eq9-A 34.4  1.5  213   222   33 PDB  MOLECULE: CHYMOTRYPSIN;                                              
  44:  1azz-A 34.3  1.4  217   226   38 PDB  MOLECULE: COLLAGENASE;                                               
  45:  1cgi-E 34.3  1.3  217   245   46 PDB  MOLECULE: ALPHA-CHYMOTRYPSINOGEN;                                    
  46:  2rdl-A 34.3  1.5  217   226   33 PDB  MOLECULE: CHYMASE 2;                                                 
  47:  1fq3-A 34.1  1.6  218   227   39 PDB  MOLECULE: GRANZYME B;                                                
  48:  2aip-A 34.1  1.6  221   231   39 PDB  MOLECULE: PROTEIN C ACTIVATOR;                                       
  49:  1pfx-C 34.1  1.6  219   236   44 PDB  MOLECULE: FACTOR IXA;                                                
  50:  1kig-H 34.1  1.5  220   241   40 PDB  MOLECULE: FACTOR XA;                                                 
  51:  1c5m-D 34.0  2.0  220   241   38 PDB  MOLECULE: PROTEIN (COAGULATION FACTOR X);                            
  52:  1fiw-A 34.0  1.5  220   260   37 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  53:  1op8-A 33.9  1.5  221   234   35 PDB  MOLECULE: GRANZYME A;                                                
  54:  4e7n-A 33.9  1.7  221   238   43 PDB  MOLECULE: SNAKE-VENOM THROMBIN-LIKE ENZYME;                          
  55:  1fiz-A 33.8  1.5  220   263   36 PDB  MOLECULE: BETA-ACROSIN HEAVY CHAIN;                                  
  56:  1cvw-H 33.8  1.6  220   255   40 PDB  MOLECULE: COAGULATION FACTOR VIIA (LIGHT CHAIN) (DES-GLA);           
  57:  2vnt-B 33.7  1.6  222   258   36 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  58:  1pq5-A 33.6  1.6  214   225   38 PDB  MOLECULE: TRYPSIN;                                                   
  59:  1b0f-A 33.6  1.3  209   218   36 PDB  MOLECULE: PROTEIN (ELASTASE);                                        
  60:  3sbk-A 33.6  1.7  219   235   41 PDB  MOLECULE: VIPERA RUSSELLI PROTEINASE RVV-V GAMMA;                    
  61:  5dj7-A 33.4  1.6  215   230   38 PDB  MOLECULE: TRYPSIN;                                                   
  62:  1fuj-A 33.2  1.4  209   221   41 PDB  MOLECULE: PR3;                                                       
  63:  5lhq-A 33.2  1.7  216   248   39 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
  64:  4cre-A 33.2  2.1  220   238   40 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
  65:  5gvt-A 33.1  1.9  219   236   39 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  66:  1fy1-A 32.8  1.4  210   225   30 PDB  MOLECULE: HEPARIN-BINDING PROTEIN;                                   
  67:  1m9u-A 32.7  1.7  215   241   33 PDB  MOLECULE: EARTHWORM FIBRINOLYTIC ENZYME;                             
  68:  4bxw-B 32.7  1.6  215   288   33 PDB  MOLECULE: FACTOR XA;                                                 
  69:  5wi6-B 32.3  1.6  214   245   41 PDB  MOLECULE: TRYPTASE ALPHA/BETA-1;                                     
  70:  1hyl-A 31.7  1.6  210   230   35 PDB  MOLECULE: HYPODERMA LINEATUM COLLAGENASE;                            
  71:  1lto-A 31.7  1.6  214   243   41 PDB  MOLECULE: ALPHA TRYPTASE I;                                          
  72:  2qy0-D 31.5  1.7  212   237   31 PDB  MOLECULE: COMPLEMENT C1R SUBCOMPONENT;                               
  73:  1bda-A 31.3  1.8  219   266   41 PDB  MOLECULE: SINGLE CHAIN TISSUE TYPE PLASMINOGEN ACTIVATOR;            
  74:  1a5i-A 31.0  1.9  219   266   39 PDB  MOLECULE: PLASMINOGEN ACTIVATOR;                                     
  75:  1pyt-C 30.9  1.5  213   248   38 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  76:  5o32-I 30.8  1.6  216   241   34 PDB  MOLECULE: COMPLEMENT C3;                                             
  77:  1shy-A 30.6  1.8  212   228   34 PDB  MOLECULE: HEPATOCYTE GROWTH FACTOR;                                  
  78:  1mza-A 30.2  2.0  219   240   38 PDB  MOLECULE: PRO-GRANZYME K;                                            
  79:  6i44-A 30.2  1.9  217   596   39 PDB  MOLECULE: PLASMA KALLIKREIN;                                         
  80:  1pyt-D 30.1  1.5  212   251   34 PDB  MOLECULE: PROCARBOXYPEPTIDASE A;                                     
  81:  1gvz-A 29.9  2.2  217   237   36 PDB  MOLECULE: KALLIKREIN-1E2;                                            
  82:  4igd-A 29.6  1.7  210   397   33 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
  83:  1zjk-A 29.4  1.8  211   389   31 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 2;                   
  84:  4kkd-B 28.9  1.9  214   405   36 PDB  MOLECULE: MANNAN-BINDING LECTIN SERINE PROTEASE 1;                   
  85:  5lyo-C 28.5  1.6  207   255   39 PDB  MOLECULE: SUPPRESSOR OF TUMORIGENICITY 14 PROTEIN;                   
  86:  4a5t-S 28.3  2.1  208   767   41 PDB  MOLECULE: PLASMINOGEN;                                               
  87:  1mkw-K 28.2  2.0  215   287   40 PDB  MOLECULE: ALPHA-THROMBIN;                                            
  88:  1gvl-A 27.9  2.5  205   223   46 PDB  MOLECULE: KALLIKREIN 6;                                              
  89:  3k65-B 27.6  1.6  201   274   39 PDB  MOLECULE: PROTHROMBIN;                                               
  90:  4qt8-C 26.8  1.8  198   231   34 PDB  MOLECULE: MACROPHAGE-STIMULATING PROTEIN RECEPTOR;                   
  91:  4lk4-A 26.8  1.9  201   326   29 PDB  MOLECULE: VESB PROTEASE;                                             
  92:  1fdp-B 26.6  1.7  186   198   40 PDB  MOLECULE: PROENZYME OF COMPLEMENT FACTOR D;                          
  93:  2olg-A 26.3  2.0  205   276   30 PDB  MOLECULE: PRO-PHENOLOXIDASE ACTIVATING ENZYME-I;                     
  94:  1gpz-A 26.2  2.0  196   368   31 PDB  MOLECULE: COMPLEMENT C1R COMPONENT;                                  
  95:  2xxl-A 26.2  2.0  206   354   31 PDB  MOLECULE: GRAM-POSITIVE SPECIFIC SERINE PROTEASE, ISOFORM B          
  96:  5i25-A 26.1  2.3  203   596   34 PDB  MOLECULE: COAGULATION FACTOR XI;                                     
  97:  4wjg-2 26.1  2.0  204   310   31 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
  98:  4duu-A 26.0  2.2  207   682   42 PDB  MOLECULE: PLASMINOGEN;                                               
  99:  4j1y-A 25.9  2.3  203   378   35 PDB  MOLECULE: COMPLEMENT C1S SUBCOMPONENT;                               
 100:  4dw2-U 25.7  1.9  199   221   34 PDB  MOLECULE: UROKINASE-TYPE PLASMINOGEN ACTIVATOR;                      
 101:  3t2n-A 25.6  1.5  189   339   37 PDB  MOLECULE: SERINE PROTEASE HEPSIN;                                    
 102:  1sgf-A 25.1  2.0  188   203   39 PDB  MOLECULE: NERVE GROWTH FACTOR;                                       
 103:  5edm-A 25.1  2.1  216   550   37 PDB  MOLECULE: PROTHROMBIN;                                               
 104:  4f4o-C 24.4  1.7  201   309   31 PDB  MOLECULE: HEMOGLOBIN SUBUNIT ALPHA;                                  
 105:  4bxs-A 23.7  1.5  174   248   33 PDB  MOLECULE: FACTOR X-LIKE PROTEASE;                                    
 106:  2xrc-B 23.6  1.7  182   485   35 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 107:  3h5c-B 23.3  2.2  198   312   23 PDB  MOLECULE: PROTEIN Z-DEPENDENT PROTEASE INHIBITOR;                    
 108:  2b9l-A 23.1  2.2  206   372   32 PDB  MOLECULE: PROPHENOLOXIDASE ACTIVATING FACTOR;                        
 109:  6bqm-A 23.0  1.9  200   460   29 PDB  MOLECULE: SERINE PROTEASE VESC;                                      
 110:  2xrc-A 22.2  1.4  162   461   36 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 111:  2xwb-F 22.0  2.3  198   714   22 PDB  MOLECULE: COMPLEMENT C3B BETA CHAIN;                                 
 112:  2i6q-A 21.8  2.4  196   503   23 PDB  MOLECULE: COMPLEMENT C2A FRAGMENT;                                   
 113:  1p3c-A 21.4  2.5  188   215   19 PDB  MOLECULE: GLUTAMYL-ENDOPEPTIDASE;                                    
 114:  6u1b-A 21.3  2.1  182   221   14 PDB  MOLECULE: GLUTAMYL ENDOPEPTIDASE;                                    
 115:  4ink-A 21.2  2.1  174   203   14 PDB  MOLECULE: SERINE PROTEASE SPLD;                                      
 116:  1qy6-A 21.0  2.1  182   216   13 PDB  MOLECULE: SERINE PROTEASE;                                           
 117:  2xrc-D 21.0  1.8  172   464   35 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 118:  2w7u-B 20.8  2.5  179   200   15 PDB  MOLECULE: SERINE PROTEASE SPLA;                                      
 119:  2as9-A 20.5  2.4  177   207   15 PDB  MOLECULE: SERINE PROTEASE;                                           
 120:  3wy8-A 20.2  2.5  191   219   12 PDB  MOLECULE: SERINE PROTEASE;                                           
 121:  2xrc-C 19.4  1.5  164   454   36 PDB  MOLECULE: HUMAN COMPLEMENT FACTOR I;                                 
 122:  5mm8-A 19.4  2.2  170   197   17 PDB  MOLECULE: SERINE PROTEASE SPLE;                                      
 123:  3cp7-A 19.3  2.6  186   216   13 PDB  MOLECULE: ALKALINE SERINE PROTEASE AL20;                             
 124:  4k1t-C 19.2  2.4  174   203   19 PDB  MOLECULE: SERINE PROTEASE SPLB;                                      
 125:  1agj-A 19.0  2.4  180   242   15 PDB  MOLECULE: EPIDERMOLYTIC TOXIN A;                                     
 126:  5c2z-A 18.6  2.6  181   248   15 PDB  MOLECULE: EXFOLIATIVE TOXIN D2;                                      
 127:  6e0u-A 18.6  2.5  183   241   15 PDB  MOLECULE: SERINE PROTEASE;                                           
 128:  1qtf-A 18.5  2.6  180   246   17 PDB  MOLECULE: EXFOLIATIVE TOXIN B;                                       
 129:  1ezx-C 18.4  1.3  136   140   79 PDB  MOLECULE: ALPHA-1-ANTITRYPSIN;                                       
 130:  3stj-A 18.3  2.5  170   300   22 PDB  MOLECULE: PROTEASE DEGQ;                                             
 131:  5ilb-A 18.1  2.8  172   465   15 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC,PROTEASE DO-LIK          
 132:  3otp-A 18.0  2.6  171   381   23 PDB  MOLECULE: PROTEASE DO;                                               
 133:  5jd8-A 18.0  2.6  164   272   16 PDB  MOLECULE: PERIPLASMIC SERINE PEPTIDASE DEGS;                         
 134:  4ynn-A 17.8  2.6  171   400   19 PDB  MOLECULE: PROTEASE DO;                                               
 135:  3nzi-A 17.8  2.8  168   211   18 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
 136:  2kai-B 17.7  1.6  144   152   42 PDB  MOLECULE: KALLIKREIN A;                                              
 137:  6bjr-A 17.6  2.3  212   575   37 PDB  MOLECULE: PROTHROMBIN;                                               
 138:  3ak5-A 17.5  2.5  181   970   21 PDB  MOLECULE: HEMOGLOBIN-BINDING PROTEASE HBP;                           
 139:  3pv3-A 17.3  2.6  167   392   19 PDB  MOLECULE: DEGQ;                                                      
 140:  4nsy-B 17.2  2.9  191   266   17 PDB  MOLECULE: LYSYL ENDOPEPTIDASE;                                       
 141:  5il9-A 17.2  2.7  171   465   18 PDB  MOLECULE: PROTEASE DO-LIKE 9;                                        
 142:  5y28-C 17.2  2.5  163   277   20 PDB  MOLECULE: PERIPLASMIC SERINE ENDOPROTEASE DEGP-LIKE;                 
 143:  1arc-A 17.2  2.8  190   264   15 PDB  MOLECULE: ACHROMOBACTER PROTEASE I;                                  
 144:  3lgu-A 17.2  2.6  158   191   16 PDB  MOLECULE: PROTEASE DEGS;                                             
 145:  1zyo-A 17.1  2.7  165   184   13 PDB  MOLECULE: SERINE PROTEASE;                                           
 146:  2z9i-A 17.0  2.7  167   284   19 PDB  MOLECULE: PROBABLE SERINE PROTEASE PEPD;                             
 147:  4fln-B 17.0  2.9  170   464   15 PDB  MOLECULE: PROTEASE DO-LIKE 2, CHLOROPLASTIC;                         
 148:  3qo6-B 17.0  2.6  172   328   17 PDB  MOLECULE: PROTEASE DO-LIKE 1, CHLOROPLASTIC;                         
 149:  3sti-A 16.9  2.8  166   184   22 PDB  MOLECULE: PROTEASE DEGQ;                                             
 150:  3nwu-B 16.8  2.5  155   183   20 PDB  MOLECULE: SERINE PROTEASE HTRA1;                                     
 151:  1kdq-A 16.7  1.4  122   130   43 PDB  MOLECULE: CHYMOTRYPSIN B, B CHAIN;                                   
 152:  5hma-A 16.7  2.7  167   191   20 PDB  MOLECULE: TRYPSIN-LIKE SERINE PROTEASE;                              
 153:  3k6y-A 16.6  2.7  168   227   21 PDB  MOLECULE: POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE;              
 154:  5t69-A 16.1  2.7  160   284   18 PDB  MOLECULE: PUTATIVE SERINE PROTEASE HHOA;                             
 155:  1soz-C 16.0  2.8  168   257   17 PDB  MOLECULE: PROTEASE DEGS;                                             
 156:  2w5e-A 16.0  2.3  151   162   15 PDB  MOLECULE: PUTATIVE SERINE PROTEASE;                                  
 157:  4ri0-A 16.0  2.5  159   306   16 PDB  MOLECULE: SERINE PROTEASE HTRA3;                                     
 158:  4ic5-A 15.7  2.8  164   210   18 PDB  MOLECULE: PROTEASE DO-LIKE 5, CHLOROPLASTIC;                         
 159:  3h09-B 15.7  3.0  192   964   14 PDB  MOLECULE: IMMUNOGLOBULIN A1 PROTEASE;                                
 160:  3syj-A 15.6  2.5  176   920   15 PDB  MOLECULE: ADHESION AND PENETRATION PROTEIN AUTOTRANSPORTER;          
 161:  1te0-A 15.5  3.1  169   318   15 PDB  MOLECULE: PROTEASE DEGS;                                             
 162:  5zvj-A 15.5  2.7  159   299   18 PDB  MOLECULE: SERINE PROTEASE;                                           
 163:  3wom-A 15.4  2.9  192   699   15 PDB  MOLECULE: DIPEPTIDYL AMINOPEPTIDASE BII;                             
 164:  1l1j-A 15.3  2.9  166   226   16 PDB  MOLECULE: HEAT SHOCK PROTEASE HTRA;                                  
